sentence,translation,difficulty,Tense_Simple_Present,Tense_Present_Continuous,Tense_Present_Perfect,Tense_Present_Perfect_Cont,Tense_Simple_Past,Tense_Past_Continuous,Tense_Past_Perfect,Tense_Past_Perfect_Cont,Tense_Simple_Future,Tense_Future_Continuous,Tense_Future_Perfect,Tense_Future_Perfect_Cont,is_passive,subordinate_clause_count,noun_phrase_count,average_noun_phrase_length,prepositional_phrase_count,verb_phrase_count,adjective_count,adverb_count,proper_noun_count,sentence_length
फेब्रुवारी-मार्च २००८ मध्ये कोहली मलेशिया मध्ये पार पडलेल्या १९ वर्षांखालील क्रिकेट विश्वचषक जिंकणाऱ्या संघाचा कर्णधार होता,"In February-March 2008, Kohli was the captain of the 93rd team to win the Under-19 Cricket World Cup in Malaysia.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2.5,3,2,1,0,8,24
"४थ्या क्रमांकावर फलंदाजीला येऊन ६ सामन्यांमध्ये ४७ च्या सरासरीने त्याने २३५ धावा केल्या, आणि सर्वात जास्त धावा करणाऱ्या फलंदाजांच्या यादीत तिसरे स्थान मिळविले","Batting at number 4, he scored 235 runs in 6 matches at an average of 47, finishing third in the list of highest run-scorers.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,2.0,6,3,1,1,0,29
स्पर्धेमध्ये शतक झळकावणाऱ्या तीन फलंदाजांपैकी तो एक होता,He was one of the three batsmen to score a century in the tournament.,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2.0,2,2,0,0,0,15
वेस्ट इंडीज १९ वर्षांखालील क्रिकेट संघाविरुद्धची त्याच्या ७४ चेंडूंतील १०० धावांच्या खेळीला ESPNcricinfo ने स्पर्धेतील सर्वोत्कृष्ट खेळी म्हणून संबोधले आहे,His 74-ball 100 against the West Indies Under-19 cricket team has been called the best innings of the tournament by ESPNcricinfo.,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3.2,3,1,1,0,4,24
त्याच्या या खेळीमुळे वेस्ट इंडीज विरुद्ध भारताने ५० धावांनी विजय मिळविला आणि त्याला सामनावीराचा पुरस्कार मिळाला,His innings helped India win by 50 runs against the West Indies and he was awarded the Man of the Match.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,1.8571428571428572,3,3,0,0,5,22
कोहलीला सामन्यादरम्यान पायाला दुखापत झाली परंतु इंग्लंड १९ वर्षांखालील संघाविरुद्ध उपांत्यपूर्व सामना खेळण्यासाठी तो वेळेत बरा झाला,Kohli suffered a leg injury during the match but recovered in time to play the quarter-final against the England U19 team.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2.1666666666666665,3,3,1,0,3,24
न्यू झीलंड १९ वर्षांखालील क्रिकेट संघाविरुद्ध विजयात त्याचा खूप मोठा वाटा होता,He played a huge part in the victory against the New Zealand Under-19 cricket team,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3.0,2,1,1,0,3,15
"त्या सामन्यात त्याने २७ धावांत २ गडी बाद केले आणि लक्ष्याचा तणावपूर्ण पाठलाग करताना ४३ धावा केल्या, या सामन्यातही त्याला सामनावीराचा पुरस्कार देण्यात आला","In that match, he took 2 for 27 and scored 43 in a tense chase, a match in which he was also named man of the match.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,1.625,5,3,1,1,0,30
"अंतिम सामन्यात दक्षिण आफ्रिकेविरुद्ध त्याने  १९ धावा केल्या, हा सामना भारताने डकवर्थ/लुईस पद्धतीनुसार १२ धावांनी जिंकला","He scored 19 runs against South Africa in the final, which India won by 12 runs on the Duckworth / Lewis method.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,2.0,4,2,0,0,5,24
ESPNcricinfo ने त्याने स्पर्धेत अनेकदा केलेल्या गोलंदाजीतील बदलांची प्रशंसा केली,ESPNcricinfo praised the bowling changes he made several times in the tournament,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1.8,1,2,1,0,1,12
"१९ वर्षांखालील क्रिकेट विश्वचषकानंतर, रॉयल चॅलेंजर्स बंगलोरने कोहलीला ३०,००० अमेरिकी डॉलर्स किंमतीत करारावर विकत घेतले","After the Under-19 Cricket World Cup, Royal Challengers Bangalore bought Kohli on a contract for a price of US $30,000",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.3333333333333335,4,1,0,0,9,22
जून २००८ मध्ये कोहली आणि त्याचे १९ वर्षांखालील संघमित्र प्रदीप संगवान व तन्मय श्रीवास्तव या तिघांनाही बॉर्डर-गावस्कर शिष्यवृत्ती देण्यात आली,"In June 2008, Kohli and his Under-19 teammates Pradeep Sangwan and Tanmay Srivastava were awarded the Border-Gavaskar Scholarship.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,2.3333333333333335,1,1,0,0,10,22
या शिष्यवृत्तीअंतर्गत तिघांनाही ब्रिस्बेन येथे क्रिकेट ऑस्ट्रेलियाच्या सेंटर ऑफ एक्सलन्स मध्ये सहा आठवड्यांच्या प्रशिक्षणासाठी मान्यता देण्यात आली,"Under the scholarship, all three were approved for six weeks of training at Cricket Australia's Centre of Excellence in Brisbane.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1.8333333333333333,6,1,0,0,5,23
"जुलै २००८ मध्ये, सप्टेंबर २००८ दरम्यान पाकिस्तानात होणाऱ्या आयसीसी चॅम्पियन्स ट्रॉफीसाठी ३० जणांच्या संभाव्य खेळाडूंच्या यादीत त्याचे नाव सामील करण्यात आले","In July 2008, he was named in the 30-man probables list for the 1993 ICC Champions Trophy to be held in Pakistan during September 2008.",7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2.5,5,2,0,0,6,29
तसेच ऑस्ट्रेलियामध्ये होणाऱ्या चार संघांच्या उदयोन्मुळ खेळाडूंच्या स्पर्धेसाठी भारतीय उदयोन्मुख खेळाडूंच्या संघात त्याचा समावेश करण्यात आला,He was also included in the Indian Emerging Players squad for the 1993 Four-team Emerging Players Tournament in Australia.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3.75,3,1,0,1,7,22
त्या स्पर्धेतील सहा सामन्यांत त्याने ४१,He scored 41 runs in six matches in that tournament.,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1.75,2,1,0,0,0,11
२० च्या सरासरीने २०६ धावा केल्या,Scored 206 runs at an average of 20,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.0,2,1,0,0,0,8
सर्वात चांगला कॅप्तैन आहे,He is the best captain,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0,1,1,0,0,5
विराट कोहली याला २०१८ या वर्षीच्या इंडियन प्रेमियर लीगसाठी १७ कोटी रुपयाला राँयल चलेन्जेर्स बंगलोर या संघाने रिटेन केले आहे,Virat Kohli was retained by Royal Challengers Bangalore for the 2018 Indian Premier League for ₹17 crore.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3.25,2,1,1,0,7,19
"ऑगस्ट २००८ मध्ये, श्रीलंकेच्या दौऱ्यासाठी आणि पाकिस्तानात आयोजित चॅम्पियन्स ट्रॉफीसाठी जाणाऱ्या भारतीय संघामध्ये कोहलीची निवड करण्यात आली","In August 2008, Kohli was named in the Indian squad for the tour of Sri Lanka and the Champions Trophy in Pakistan.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,1.8571428571428572,5,1,1,0,7,24
श्रीलंकेच्या दौऱ्याआधी कोहली फक्त आठ लिस्ट अ सामने खेळला होता,"Before the Sri Lanka tour, Kohli had played only eight List A matches.",4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3.3333333333333335,1,1,0,1,5,15
त्यामुळे त्याच्या संघात निवडल्या जाण्याबद्दल आश्चर्य व्यक्त झाले,"Hence, his selection in the team came as a surprise",4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.0,2,1,0,1,0,11
"श्रीलंकेच्या दौऱ्यादरम्यान सचिन तेंडूलकर आणि विरेंद्र सेहवाग हे दोन्ही सलामीवीर जायबंदी झाल्याने, कोहलीने पूर्ण दौऱ्यामध्ये कामचलाऊ सलामीवीर म्हणून भूमिका पार पाडली","With both Sachin Tendulkar and Virender Sehwag being rested during the Sri Lanka tour, Kohli took over as the stand-in opener for the entire tour.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,3.0,3,3,1,0,7,29
